text,label,group
"Please share the team meeting for our college project, as discussed yesterday.",ham,normal_group_154
"Can you share my team meeting for our college project and let the project lead know, as discussed yesterday?",ham,normal_group_154
"We need to share the team meeting for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_154
"Please print the library visit for the presentation, from our shared folder.",ham,normal_group_155
"Can you print my library visit for the presentation and let my classmate know, from our shared folder?",ham,normal_group_155
"We need to print the library visit for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_155
"Please discuss the football match tomorrow, for the next review.",ham,normal_group_156
"Can you discuss my football match tomorrow and let the group know, for the next review?",ham,normal_group_156
"We need to discuss the football match tomorrow; this is for a normal task, for the next review.",ham,normal_group_156
"Please submit the lunch plan for our college project, for the lab record.",ham,normal_group_157
"Can you submit my lunch plan for our college project and let the office know, for the lab record?",ham,normal_group_157
"We need to submit the lunch plan for our college project; this is for a normal task, for the lab record.",ham,normal_group_157
"Please compare the dinner plan for the presentation, with the correct date.",ham,normal_group_158
"Can you compare my dinner plan for the presentation and let our teacher know, with the correct date?",ham,normal_group_158
"We need to compare the dinner plan for the presentation; this is for a normal task, with the correct date.",ham,normal_group_158
"Please attach the office document tomorrow, for the scheduled session.",ham,normal_group_159
"Can you attach my office document tomorrow and let the team know, for the scheduled session?",ham,normal_group_159
"We need to attach the office document tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_159
"Please send the invoice for our college project, using the latest file.",ham,normal_group_160
"Can you send my invoice for our college project and let me know, using the latest file?",ham,normal_group_160
"We need to send the invoice for our college project; this is for a normal task, using the latest file.",ham,normal_group_160
"Please check the receipt for the presentation, with the updated figures.",ham,normal_group_161
"Can you check my receipt for the presentation and let our coordinator know, with the updated figures?",ham,normal_group_161
